id	untrt_N61311	untrt_N052611	untrt_N080611	untrt_N061011	trt_N61311	trt_N052611	trt_N080611	trt_N061011
LINC01795	4.95720909761013	2.51789902201159	5.88045322182368	0	3.42542802252399	1.52383486511977	4.24888807099472	3.18932114346003
LINC02225	0	3.33674810855243	1.66801816062969	3.27292713879796	0	7.6484623540515	4.25929370306857	2.13757280094419
AL049874.3	4.96267895078538	5.03688311828434	7.56143732067368	7.60212646698348	2.28526579414391	7.6278782381219	9.92424176944073	5.32236356215705
SPINK9	4.81179347795759	3.69735374714899	9.02492382284416	6.8002076220029	2.2215935155591	2.95799066700077	3.4393956509383	0
HIST1H2BH	6.95823820865243	5.01174430071993	5.84719260536925	7.62744901241975	6.84731448261436	0	4.2572018130767	4.27040726746804
SPOCK3	2.83625005512115	0	1.59435650249676	7.17582695314525	1.08691545346928	0	0	1.50299593829706
RPS7P11	3.96217461572236	1.68746649239125	4.22594369777935	1.08215047089851	1.14364352153513	3.04464802006627	4.95678112855738	1.06115882175117
AC138907.9	0	1.67522846052227	4.1907456060803	0	0	1.52457920671767	4.95778920320122	1.06403254406545
AJ239322.1	2.98435667626918	2.50706652723237	0	2.18109648208174	0	0	1.42010782082682	3.20543367800331
LHFPL4	1.98905091265309	2.50136229657326	0.833577040732056	0	3.42204332648483	4.5884562894131	2.12925443833463	0
AC138409.1	0	0.834150371405136	2.50199515645324	2.18113387192313	3.42238911494698	1.52920611246959	3.54842124708869	0
ARHGAP42P5	0	0.834472600679579	4.17185977101164	3.27082312857299	3.42270694777684	0	2.12888473139617	2.13629788414734
IZUMO1	1.98802035370697	0.835024463860433	2.50505094688407	0	3.42315074111898	4.58543072281735	2.12849868254917	6.40589348063467
AL157823.2	1.98279352715485	0.842007668987403	2.52934068019563	2.16737474801462	8.00326906515697	4.57091056597976	3.5420148583837	5.31233129494364
AC124283.5	4.97026361300098	0.83583089088769	3.343669445216	3.26836983297244	1.14154168892867	1.52844286895283	4.25749958339362	1.0674671741448
AL138694.1	5.05105277824948	4.1066076964464	2.46431079235416	6.69676573983181	1.12152793621861	4.72251601990217	0	3.14563429643258
AC024075.3	8.8383454657151	17.0732679947901	16.073480609022	12.8658878018103	15.2974694461777	16.6134221744431	18.9923987112815	17.8838179255667
NADK2-AS1	5.9506200201456	3.36476184899986	4.21074928482235	9.75992031079735	2.28626220927177	3.04854620814536	4.95982719511105	5.31550119609766
DDN-AS1	2.18150386789357	2.02761053621021	7.99646181687492	1.90109024865401	1.85299707781142	6.76535635379301	8.21631552778167	4.15823316989613
AP000692.2	2.97905924383668	0	0.840419372106728	3.25978806270838	3.42934732787118	1.52632862989431	2.12762547177884	0
DAND5	3.97475246649626	0.835671579529788	1.67155198506148	3.26700320220244	6.8472450206107	3.05572654610741	4.2559990713628	0
LINC02452	4.97204232141153	4.17278684553495	4.17226180118372	2.18089107031687	6.84627928607126	0	6.38755445382522	5.34156919515822
RF00017	4.88696859973658	2.55966416910378	1.72774937687046	1.07079593381752	4.5454051551962	3.022241379187	2.82268749624515	0
AC004854.2	9.93743177641336	14.2221358395552	16.7361600065626	14.1534673082319	15.9848428234002	22.9175229128995	25.5395929939283	14.9356606033727
AC010632.2	1.98690100224284	3.3492816112553	3.35060414947889	1.08804051400287	4.56797657655468	4.58178070190801	1.41858217116573	3.19870160065793
RPL4P6	1.98634210459988	1.67336852984022	3.34786273329082	0	0	4.5806461246259	4.25438386206052	3.19815423372891
FAM90A25P	1.98820551575876	0	3.34923935206941	3.26716514933055	4.56915705881649	0	2.83880830079713	5.33583412038545
AC004584.1	4.96168752004046	2.54009267137627	0	5.41918126833123	6.87859552261385	4.5754718135856	2.83839787230804	4.25161916109492
AL049597.2	8.93575126648753	11.7421885633622	10.9107781937384	10.8671643024256	6.85446302974847	9.15694291205296	8.50819572835319	25.5620327455478
AL162424.1	0	0.846721924846599	1.73298517500481	0	3.35184887380891	0	4.89314958450852	3.14709828707909
ZNF296	3.00936284384191	2.53161181310844	1.68801703750775	2.19847522621452	3.45658031641061	7.71166299109767	8.59302114796021	5.00304449231557
PRR23C	3.9757534350761	4.17159752488774	4.17116794195876	2.17974043786218	4.56238893553876	0	0	0
AC068831.1	1.98819172518098	5.850069936332	4.17896658522627	3.26867459697784	4.56603682178425	1.528527625965	0.709604176805775	3.20266688621922
SLC8A2	0	0.647153544580343	1.93031573445543	0	3.06191890205346	3.28640314591319	3.71787731564501	0.472490912896288
UQCRHL	9.94261851897654	5.84719915997383	3.34126486547001	3.26984778280237	9.1310730345382	4.58656138106617	4.2581077301449	2.13579221647674
AL109809.1	0.693980598132577	0	1.16922727194296	5.58153684857932	3.27125514024551	2.18158802548731	3.51464599464982	1.52168450504817
AC010148.1	1.39968390748065	0	1.17757752449591	3.66348692671063	2.98898321049492	0	0.499584369376993	2.78326993816094
AC093392.2	1.96405633506857	4.26581015887712	3.44370596015136	1.07428616948627	1.14068608376421	7.57503842431258	1.4143044887365	3.1680048034389
AP001476.1	2.9828301623542	5.84694206175077	5.84691445184743	3.26995291622935	5.70686459185662	4.58664904421393	9.93568556493572	2.13585323571871
SRP68P3	0	5.09548334695867	0.856417363594336	2.13991488827883	3.40842088032711	1.50874443367551	2.81661475758729	0
DDX25	4.49208090303915	0.598630955631868	0.598439192543774	8.61855781664248	1.63847138906129	0	8.3870786242088	1.53563473169286
MTND4P12	105.328775312626	2.51034885530132	1.67405069276237	3.26565236749407	155.28904085831	1.52768663221388	4.96577557729107	2.1333566740226
LINC01733	1.98927678193334	5.83773589886791	6.67009259882059	0	4.56342721337333	3.05929742848371	3.54918824049163	3.20638351888341
ARR3	0.79290264474835	3.34007895919421	8.787026483894	5.21100949438214	2.63695741144923	3.63778832656147	4.46199995541701	6.93572713109573
ITPR1-DT	6.94748736425915	7.5561665452913	6.72213749501243	8.68744072584006	4.57064241677416	3.05101118094139	7.08855545000105	3.19318769002668
RF00017	0	1.70118634471362	5.1610340771504	4.27500142733701	2.26874128641376	0	4.22413818072981	4.20487663333553
ANO9	25.3776949521535	0.456847860552153	3.65378236346246	1.33457113936023	0.625064520797923	0	3.0303577942327	1.75705928230053
AC009171.2	1.94881407558897	1.69756300262929	2.57344788467821	0	0	4.51532933172409	1.40539062702083	0
AC009318.3	3.95650048662104	9.30802210032908	5.08969124298466	11.8807621893387	11.4385076677236	16.7260587319614	10.61579587017	11.6534180853024
AC006378.2	4.97192587446498	0.835009581411467	6.67969551171084	5.45119995708762	1.14129111080341	4.58728851857204	1.41948873342327	5.34074603760161
LINC02427	2.57143875187807	8.96112945584479	1.12135447914296	0	1.97165699525428	5.27039792365007	0.612036739846154	0
C8orf86	2.54842242034398	2.96351401670043	4.40946672511728	10.0375464760928	1.46380189895551	0	2.38298544937321	0.896489279435619
AC016168.3	4.97291812570229	5.84163751480186	9.17831392746952	3.27212450833688	5.70570630538514	3.05897259513459	4.25904280954851	3.20567021709643
SYT2	3.9797323566702	7.50291728658246	10.8340680179573	6.5492017678328	1.14087688544425	6.12069426013897	4.26005748526158	4.27710051352078
AC018682.1	10.9320813603512	8.36392436229818	11.7119913975612	10.8892204396896	10.275413085345	9.16798011390996	7.09473113474026	7.46901170021206
AC090204.1	0.998342760396992	2.54077807302153	9.73247850857834	2.18315118682687	0	1.5343776999498	3.56630591397743	6.42069425819058
AC135012.1	15.9188377679366	23.3428048981296	10.8342814851821	12.006720946116	19.3949808144703	10.7111360723266	10.6501021482328	9.62337009947687
AL136309.2	4.97155217346977	8.35194164203947	5.01105978303573	7.63044642045332	2.2826949885793	6.11579709297171	3.54854080174135	5.33997901043713
AC026785.2	4.96266204701487	0.839489918198707	3.36068238687907	6.51605935999164	3.42790321709225	4.57670707621233	3.54435945166447	1.06446563118344
HS1BP3-IT1	8.91646838421969	3.37359625686234	1.68955657878356	2.1649008507002	5.71794974721071	3.04515918904448	4.24897695161994	1.06140786460313
LINC01775	4.9115957757046	3.40061518424491	3.42340949114618	2.14704654034426	9.1218680754185	1.51364633327042	2.82347960581831	0
KLK10	4.06165915648818	4.27445312429041	5.47538349540962	6.67471453348941	5.83351475421767	3.12229513077013	9.33494811085114	3.27025141610726
AC010980.2	0	6.69742382471457	0	1.08930001543688	1.14248113306199	4.58604499592278	1.41968107383123	3.20220505584013
AC139769.1	4.56619061380354	2.6905304423132	3.07120589088203	1.91181265328704	1.00286568585449	5.58752342754385	1.911364070547	4.47323769577257
CRX	10.0910861976327	9.00823583552915	17.5004888496804	19.6766949625266	10.6686450086283	11.5326792506398	9.18967832055243	6.71315465183673
AL157932.1	0	3.41421346686279	0	2.15422346390647	1.14395372126899	0	1.41693801559782	3.17425230291788
RF00019	3.8505580060392	1.68751897296527	0	2.24128203884507	3.36300554006478	1.57277075460604	0.6995276376593	0
SLC46A2	0	2.21942570774327	2.21928962421745	3.86393337112812	0	0	0.85063322494093	2.55951374617686
LINC01755	0	3.33653918481094	2.50204627046223	7.63065482429074	1.14056266139417	0	1.41892297298233	0
AC006449.2	0	0	3.39623870068753	5.39721530982339	1.14378381104195	3.04005455035272	1.41523596749429	0
AL118558.4	3.96486217680158	4.21196074411186	6.748512910306	2.16669089822316	2.28680755833034	3.04668847916895	0.708337858985717	5.31085443534276
GABRP	3.73258499008618	16.0986038449686	9.56875077998031	7.34871999421834	7.75047567489974	9.90624207532862	9.56953461365994	4.11683989757582
CR382287.2	5.96488174030446	1.67119603959082	9.19211069658303	5.44839271550959	7.99029504154625	4.58588405173004	6.38666048381578	4.27064164437122
FILNC1	0.952503818008847	0	1.60409115113314	2.01119342177893	0	5.86303798788712	3.27601560490659	0
CARMIL2	4.81256457913919	3.81508048336941	0.762895092848914	0.954887912366525	2.5980785684605	0.699649285000843	1.41996605604267	11.5864892137665
AC253536.5	0	0	2.57820951562269	3.22259857724853	1.1407201182916	3.02947607997739	1.41372063289563	0
LINC01443	7.57856550577376	10.8180826752585	2.38861670615351	4.31738014517292	2.44159972546058	14.566358773492	2.90854373153915	2.28312368601128
LINC01614	3.95482378084331	4.20129673416026	0.841428344570357	0	1.14050886394148	4.55846212791637	1.41308892197013	0
AC083880.1	3.95911533894121	1.69028030696909	1.69389524227419	3.24286751681198	3.43138655310665	6.08511696772956	4.24726019496811	1.06011663732304
AC087500.2	4.94505349895139	8.4637674442465	5.93963598369053	16.1987513564891	8.00689324217878	4.56124907470745	8.49243060789925	7.41484310174021
AC090617.5	6.91220606898884	10.1818055269146	7.66404103207725	6.46846940092271	5.71801542458959	9.11323096503126	7.07501067788738	9.52118901107434
Z97634.1	8.00214994349476	5.57792031198897	14.5528435653538	9.29991872802728	6.74938816931703	13.0777335605231	8.46445832332089	7.76247215496307
AC109454.2	0.989868263388701	3.38375149723475	0.847880693643427	3.24297326498474	0	4.56460458338104	3.54039827583457	2.12044017618891
AC004596.1	3.95505236349119	0.844594893007889	1.69291773793544	2.15964289418617	4.57118395588319	0	4.2432850892244	4.2360655615019
PLCH1	0	2.05655753851089	1.711852920277	0.564090782191977	5.95924383798886	1.40140254170182	6.7962927921396	0
AC127024.3	0.989478605364241	2.54708414211785	0	0	3.43621769231257	6.08637262150544	2.12580797166966	1.05989436431763
AL627230.7	3.96292614628826	4.21687083969429	2.53424808817374	4.3298809039448	1.14358416190621	3.04519724555259	1.41633537040732	2.122854413681
NARF-AS1	1.98335388691719	0.839145817318259	5.03922761970221	3.25483478672145	3.42561969764526	1.52422216191383	0.708286682297213	0
LINC00092	4.04545381720273	7.65364496745246	7.39507296228669	6.33777118014632	6.9685894133811	3.11011444050977	2.165824356058	6.16440200631362
AC069360.1	6.75251199230464	18.2295519924057	7.83007917063511	15.0596657290975	5.83596781438504	6.20012733314076	8.21303967806404	4.31839372324993
BICDL1	0.896145928944771	3.0450650615709	4.53681779315438	3.9251725324055	1.37874698735244	2.2782316118867	2.40255166468852	6.28263584635971
EBAG9P1	0.988496244446412	1.68734904415601	2.5362865580944	0	4.56855831600356	9.11558115499398	3.53445101800829	2.11752379404493
GLS2	4.09420781996286	1.5571807192919	1.73700940084958	4.58384628266134	5.8207442391806	1.04017198618272	3.80201952133255	4.62119858607756
IGLV1-51	0.982980877811967	0.849099374568653	2.56166188373648	0	4.56197894966455	3.02765954300028	3.52853283308805	2.10892410171041
AC006369.1	0	0	2.54517608498258	1.08375462677966	0	1.5250578664765	2.12866965949683	4.25128993012856
MKRN2OS	3.09817500882702	0	1.56904036620207	4.75660562324495	5.94333460155927	4.28103269705339	2.21262229424244	3.98374438302653
SPAAR	4.96894767552959	7.63004406840363	4.82801877752027	5.46593997248044	8.78752325897845	4.64678400760371	10.997980768909	3.24489251948904
LINC01460	1.98899655998819	6.67784252988829	4.17318577982202	8.72405419729071	4.5648229205808	9.17591104554643	4.25879486996105	6.41028863702462
AC112496.1	4.95109339786052	2.53302288601692	5.07575921309	4.32644385392448	1.14371158735148	1.5218769451124	19.116476772185	4.24277525623263
AC097504.2	0.983967297393046	1.68943080961674	2.54264800290465	0	1.13922931922121	3.02650591287386	3.52390463108703	0
AC114956.3	0.953957826088065	5.24262999706388	3.49640200586647	2.23358552271977	1.10373479906759	1.46669925596306	4.96746081932004	0
AC073332.1	3.22944729674715	3.06857387711681	2.04135021635086	8.18063865354131	2.7691479513656	7.23231191036623	5.69012285993228	4.12327011475502
AL512770.1	6.85793001348277	6.52396855902864	17.5582026647021	6.12017961764148	16.2778965929649	10.8848637175308	7.28186422875665	7.90389398064604
CRB3	1.78318003847789	0.55567143320645	0	3.02459149166739	0.758376274706303	0	2.63002899895506	4.72520086543377
TPI1P2	8.94769807339233	10.0259393248282	12.5328976853964	7.62843776708088	7.99007501047997	3.05741998339514	7.09649161435572	6.40647588166542
MKX-AS1	1.87419919241436	2.72753491959724	1.5948057227342	0	2.16180631593837	3.28266035864296	0	0
AL139424.2	1.1583982610439	13.7825034674711	9.41129448717094	3.11995268335877	1.63799682288169	22.2225333209037	2.21682328528413	1.86525193163396
AC080013.3	2.97008719255071	5.06151534009847	3.38032109782899	4.32612993826376	6.85918734964572	4.56464985955667	0	6.36343026723385
AC008676.1	7.75951170400084	2.95138508199374	3.88603645494987	5.10096836886652	2.56149029301389	6.8148461492423	3.96345604428349	0
AL022722.1	1.98345078098199	0	2.5390834152293	0	0	3.04828632703886	0.708976746871164	2.12480165375442
AP001094.2	7.95460617533606	3.34062513468572	7.51619312520253	5.450499652724	7.98935148446206	9.17387650083226	2.83886236287046	6.40816367078881
AL355596.1	0	0.834118839949194	2.50183353715324	1.09083640203043	2.2817977299403	7.64754600590757	0	9.61787015333031
OLFM5P	5.96270722189497	5.01896359436924	11.7136451656955	11.9770806581845	3.42523023321754	3.05583216645897	4.25671922584931	4.26767042043433
LINC02451	0.990095665535132	0	2.5371694752539	3.24451626466316	2.28703927877034	0	2.12372678974916	0
TMSB15B-AS1	1.39669307896661	3.53121075863237	13.9831501944159	15.1274442069391	3.21092482542521	1.07359602112329	0.997184847110797	0.749527135209904
AL031727.1	0.981765054168038	1.68552025224216	2.53669567609627	0	3.40994895020463	0	2.10954949035905	0
AP000442.2	4.50563366259383	3.06838726815959	4.18570458492557	1.96913658601569	6.3728154504459	3.54317075667349	1.288237648013	1.9308569383309
AL021546.1	2.96646887595578	0	2.5357348240371	0	3.42692188118195	0	0	3.17746672112294
AL122125.1	8.91646838421969	9.27738970637144	8.44778289391779	14.0718555295513	9.14871959553714	13.7032163507002	10.6224423790499	12.7368943752376
NDUFAF4P3	7.89609072306543	1.68650613440826	2.53543926812552	1.07790404260613	1.14086015118849	0	3.52995874114144	0
RPL29P11	6.91538210657026	3.38308508150108	0.847980916739928	2.15733233931177	2.28543635221384	0	8.48378883417145	3.17431604315291
AC103923.1	5.96074181960724	4.18652195548733	2.51289718359427	4.35222281971134	3.42596788203325	7.63636465959842	4.96505958495064	10.6624709978741
AC073842.2	5.94210965555754	4.2204369596729	5.0737463074468	4.3273715698049	6.86211681087657	9.13241215608104	5.6644248434143	7.42630154685438
LINC00670	9.62468151068844	9.69327788496518	12.9227865260562	5.27706117358642	9.93967842068587	11.8405813052719	22.3190312493787	9.30593939502079
MAMDC2-AS1	6.37183670084519	4.65767351860864	5.21934283696271	10.7781880046168	8.93747574772322	6.03958932030185	7.03269435693747	1.55864539190057
GTF2IP14	3.96027653821843	1.68665811252452	2.5343515571077	1.08163206732878	0	0	3.53886184669086	1.06065047421906
AC005899.1	0.988796063621314	1.6861792801808	2.53409728713384	1.08006142730666	6.85228259218506	0	0	4.23670591318731
AC006547.3	0	0	2.53401437527806	6.48782942479798	3.42847527944042	4.56352138909706	0	0
AL161757.2	2.93561815947486	2.53361978086734	1.69788750262998	0	1.13496688937601	0	1.40450451467597	0
PPIAP70	0	2.52710716685585	2.5335948245301	0	3.41481938947957	0	2.11273132803555	1.05404832252273
KREMEN2	0	2.64741541735567	1.42690545792036	3.73084971985564	2.5931481382159	0	2.41786572898965	0
AC069544.1	10.9228631762305	10.0616034830713	8.38986363258533	4.34781805175039	10.2810661337429	12.2108144969355	9.92692649132569	3.19586306000995
AL157871.2	4.93851588920029	2.52784446276494	2.53286326126128	2.15758829711163	0	0	0.70627255708494	0
NLRP3	3.96995016724147	5.54300331555985	2.34926939679429	3.48329279842631	1.821690228146	3.22037038925589	0	5.11870766427956
HIST1H2AE	0.985883722831889	2.52924910948274	3.38042680730702	0	1.13993847015291	4.54644955043868	2.82132267312506	0
AC005954.2	0	2.53250221148412	4.22912402520513	2.1620706341573	0	6.08456118751695	0.7076971712116	1.06014451270052
AC114939.1	0.98906285490297	5.07777387853183	2.5452849839458	6.47986046187875	9.15074509492935	3.04094031124468	3.53854022384984	4.23726792350831
MDFI	10.7742076719625	0.543754472080589	0	5.12026293430315	2.22723453687588	1.98756267612183	0	0
SMILR	1.97930610557558	3.37692593802347	0.845902392508822	5.40464251926734	2.28648764671075	1.52102366071816	0	4.24019544425419
AC025580.1	4.95914231653817	4.20529893456369	6.7359952471884	8.67642747551754	2.28619312950102	4.57311856893017	4.95999166889078	1.06320446353409
CROCCP4	3.95163352340506	2.5258935335446	2.53047287877124	0	0	0	0.706301375172574	2.11656824762214
AC133644.2	0	1.68308136633018	2.52993545930303	2.15335073234684	1.13913698289398	0	3.52507235524683	0
LINC01836	5.46291765172256	2.78075988921479	3.26916238274271	2.95400373736694	5.18221567620733	6.71685665399594	2.57142730981948	5.48328731640585
CST6	2.98156057877523	0	2.52925644370436	1.08693693249716	0	1.52750356821411	4.25974753399101	1.06549283913151
CSTL1	2.9709695522221	0	3.40133947399418	3.24380943605992	1.14563169400079	0	4.25263668654838	1.0607150438829
AC011487.1	1.51615943193964	3.47439573256135	2.99946554358637	5.21384411922428	0.945965066665735	0	1.76074204501807	8.57030845163345
AL031768.1	2.97308144008915	1.68190061776967	4.20984398282355	4.33401162924599	2.28500979307551	0	0.708055960754998	3.18665094187354
AP001107.2	5.88330574546202	4.20076274642971	2.52748913033952	0	5.6727003976282	0	0	0
MAST4-AS1	2.97718612463111	2.52201276803373	5.04899807804626	3.25629579588816	0	6.1011099623316	9.92437111697321	4.25600025540546
AC010503.4	0	1.68109285887794	4.20796972467411	4.33009018903002	3.42517500269938	0	2.12250376566309	3.1838311073289
AC125437.1	4.95863079460452	2.52381774939774	5.05352491747815	2.16871439061536	5.71578575642637	9.14525894792737	4.95971612475871	3.18909715164353
CR559946.2	1.98344431103195	1.67497422040029	3.35206587288705	0	0	0	2.83273037454074	2.12788066491243
MRAP2	0.995307899264382	0	0	7.63762301951817	2.28519097630455	1.53045991058573	0	7.48309949386752
RBFOX3	1.97483450286684	3.48204798899371	6.88479893346814	3.06303919692127	4.50052348384297	3.18934937444579	5.68714520953225	1.16779068067948
LINC02235	5.52707307169339	1.29505218638546	1.29551029439636	2.52534378264768	0	0	1.6460597391009	0
LAIR1	6.96354461458632	10.0080630277193	9.17173522400832	10.9120041711451	7.98688542056826	9.17937735242466	7.09941365762246	7.48289611731623
AC006509.1	0.988502413986106	3.36188992157264	2.52507832482601	0	1.14049352168451	3.038329056653	1.41289673983525	0
AC024941.2	7.91115879485288	8.46556629433732	5.94132402577049	7.55826673147016	4.57532617229133	3.04058871745627	10.615136804238	6.35494298700379
AC007952.2	0	1.31829992672822	1.31838414000818	2.57857105103179	0	1.20577410142233	5.48574022741852	0
AC024560.3	4.91373947032442	6.82177267994462	4.29787982614374	6.44844007822718	2.28267398144931	6.0620411897254	9.19320983365084	3.16801762779554
AC011477.3	2.95740437423933	6.8022684471478	4.27221503578383	1.07662600170244	2.28633925849559	3.03493754120244	4.24375810706532	1.05698540038244
SAMSN1	0.722373970016734	3.94940200493653	0.791671682866013	2.39936153391215	2.52288462062891	0	0	8.07482153373402
UBE2SP1	0	1.67960584920453	2.52271775992049	2.16169961287966	2.280660858853	9.11788384545612	0	0
MYOZ1	0.994004629183355	3.34588660212773	0	0	4.56750910337929	1.52828117261298	0	3.20164479027791
HTN1	8.95197204525192	7.50890131422792	10.8441163006678	8.72717494766302	2.2821616885485	7.64821735346088	12.7778249519626	9.61848880252228
AC004846.2	0	0.839472089806899	2.5208989948808	3.25165217811509	1.14161163664807	0	1.41574550531039	6.37489652415297
TAS2R15P	3.9692707038333	1.67721040760953	4.1960298482028	2.17202248627723	2.28397448630849	0	4.96059083637192	6.386520655951
LINC02014	2.96991788356055	3.35922071750081	0.840789011999378	3.24729845553044	5.70574725914497	0	2.12184268055294	0
AGBL4	1.98882756284841	3.33606224277977	1.66768843547451	0	1.14073829098556	0	2.83877656621028	4.27392582729217
UPF3AP3	3.96829753480176	5.88372924065386	3.36551422515545	7.59528593476188	4.5717889122435	4.57433931364924	7.08667476047848	3.19086955774834
AC027237.4	0	4.20019706451219	1.68215011569598	0	3.42342468378255	7.60583740535795	3.53587392386212	3.18251892560908
NR5A2	3.07814084512957	5.1763958719063	0	8.99617177786528	3.534848825642	3.15527357010752	6.59179491580997	2.65836388698463
AL161756.3	2.98265005937586	2.50627721800699	4.17723002977989	5.44921412409485	4.56567270581603	6.11506014494453	0.709662736139758	2.13560688652635
TERB2	0	5.04052828563277	2.5227645337834	5.42313799914219	4.56969513840262	4.57248016230055	2.12510504499134	3.18963709360962
PRSS40A	2.97926142639272	2.51466064308794	5.03219361358147	2.17437585690224	1.14226623302561	4.57964150247427	4.2546874740813	8.5239286135566
LINC00824	0.601614497670395	1.79986213673672	3.65769566818499	1.31894603343143	6.65771562267422	6.0157667385345	0	0.646138068201051
LINC01825	0.991909548603225	2.51753750868421	3.35954218309328	5.42625210243925	0	1.52459119491401	0.708444525944416	0
AL133517.1	7.93558756471323	8.40799765087935	5.89185623676904	5.4239514768222	8.00116989955342	15.2457290928193	7.79481708429766	19.1414148399365
BMS1P4	11.0846495769569	14.9487342591658	8.89561881237381	6.95890017362784	7.72934353149417	6.51347724529506	2.74526095655097	8.25914005545488
AC004076.1	4.60716311893612	1.52860837098332	0	4.61522727778035	0	0	2.57179249554084	0.987411606438813
AC130324.1	2.97491602139653	5.8744810951929	4.19973022520052	4.33947499893064	2.28377312033127	3.04831849763666	1.41653230500664	0
AC121761.2	3.96620183562298	5.04998605533054	1.68542111252454	7.58800371858683	5.71631505586063	4.57170280191118	2.83384181502496	3.18816710354413
PMCH	2.96892084444496	2.5155610766038	5.03623767504382	3.24709289615513	0	0	0	0
OR13E1P	0	4.18908025732617	2.5152596595224	6.50973665593678	0	0	0	7.44371285440884
MAFTRR	4.71679140225305	12.7804063803966	3.57926746810366	2.62436712785171	3.89987022447536	5.96338115737418	1.21517236103645	2.33961909402543
AC131235.1	0.988452783688647	2.51441301077371	1.67813136051181	0	4.55667842048433	0	2.11845560799927	0
OR7E154P	23.7992684482752	2.51395758581609	0	0	6.84704959527837	0	6.37348783155941	0
DNAH3	1.86234810472629	3.86514345646114	2.96072078432392	4.50803296360565	1.67113242292694	5.33890707620578	1.99416506844745	3.93127954593525
AC117409.1	5.96147809000174	1.67400140465359	6.69823062962277	3.26503186758433	2.28379449475214	3.05502766215774	6.38418417790386	2.13299637045778
AC245100.2	0.993746787216753	0.835853715589183	5.01584609707621	3.26704481470536	1.14135108457935	0	4.96568966491693	3.20116836695104
SERTM2	0	0	0	1.09162646296527	7.99060996936411	7.65264829488345	1.42049362781444	34.2211028831895
AP005131.6	1.99037779536487	0	0	1.09155243403897	3.42469201777283	0	1.42047933872084	3.20804101805746
RF00019	0	2.5119512462713	0	2.22610277945624	2.2266896330081	6.26381360635968	0.694240102349182	0
AL157400.4	0.989989552806382	2.52258609197807	4.20986128692964	3.2464103615641	0	1.521469492136	0	0
AL035446.2	1.98660449288749	3.34854726424605	0.837460208467137	2.175800575907	1.14179015967455	16.7974382293244	0	5.3304596700545
AL160286.1	0	0.835284081671431	0	1.09058878891502	6.84997072662933	7.64793840754463	1.41994648312748	7.47943966545615
SERPINH1P1	3.97037049055073	1.67293180711886	2.51034038655534	1.08715060439212	5.70466373551792	0	0.708669538086257	0
AC011466.1	0.989342287882024	0	1.69006554134558	0	4.57052489520788	1.52053008465681	3.53681711465242	0
AC092894.1	1.98839621077825	2.50969566427882	0	1.08938358023488	4.56823930216921	1.52858755459207	5.67783469780831	0
AC090607.1	2.96048842387948	0.847533200004008	2.55141059606678	2.15475174878015	0	0	0.706935398817257	3.17153848627891
AP001020.2	8.94515520450746	7.52573925255698	6.69071206347128	11.9802271977012	9.13321596164759	6.1126196227066	7.09512185075777	9.60450042852435
OR2C1	0	4.18111916085883	2.50935549337855	5.44009577342984	1.14116047627162	0	1.41802653018018	1.06614838425532
AC010173.1	6.95629550484484	6.6925061838798	4.18384822838173	4.35503833108739	4.56705791105478	7.63930512214714	2.83775841065022	5.33430092358743
AC136475.10	3.9393970673575	2.55313417239389	5.99229916177159	2.15202086378472	3.42838808405972	4.55072585575428	1.41434923395282	1.05660124085533
AC012358.2	7.94988232117073	8.36615735092176	5.85781495518805	6.53225825053563	9.13424330269308	9.1669162306416	6.38486380657989	4.26726699185128
AP002381.2	13.9098994240666	10.8815057143397	8.37323298375813	9.79476916796627	9.13527064869918	18.3298022846962	7.0934630454175	8.53173273945137
EXOC1L	5.48768204240449	1.54726036343738	0.77426408866075	4.00293314805125	10.52956439068	1.40579896889353	0	1.73520292472438
OR10A6	2.99116693182431	1.65667797074065	0.835409239783352	1.09377971053769	2.26687278286763	3.0668200272727	7.82693202465165	4.28596906071641
AL109659.2	0	5.01542207844367	2.50807781165385	3.26717322285223	11.4140881933607	4.58400533003416	4.96591418474222	2.13419817698128
AC011472.1	7.92250105227103	10.130003131976	7.61150040477779	7.57240674950773	11.4369474902714	13.6981025139583	9.20450108892975	8.48673701679573
C4orf19	2.75705018159763	3.62065735804228	2.30782154941117	2.99287477505996	0	0.903038701083325	1.11341361225981	4.0972459494526
AL117348.2	0.993255474441395	0.83558828357401	2.50718074109869	3.26526125060794	6.84522959867921	0	2.12713118460601	0
AC092017.4	0.99418276805674	1.67101907473457	4.17771744830044	2.17952581484038	2.28288747656317	3.05739676967134	4.25787779302497	6.40640318358414
MRTFA-AS1	2.98242338339556	5.01367453562501	2.50698954924153	2.17932962523786	5.70737555686803	3.05723312807102	4.2577567048416	5.33824228149676
LINC01970	7.95251466541315	10.029626350615	7.52295577001563	9.80535555157639	10.2737965262527	6.11386271880621	4.96712224796807	9.60741881242925
LDHAL6B	0	2.50652667251644	1.67125001505206	0	0	4.58213311498754	1.41824028076425	2.13334692439416
LINC02568	1.98813781563427	2.50633907122767	4.17742134046899	3.26887719707108	0	0	0.709567275374559	1.06760198600064
SCML2P2	2.9695953755931	5.06989216042642	6.77408324892012	3.24323476421639	1.1437952980686	1.52138633687383	2.12369253873562	3.18069393226215
AL354796.1	0.993455596399155	2.50499923099909	3.34018409189168	0	4.56266817369829	1.52756717861077	0.709134256430426	0
